t(ticks) ; id_viat ; destin ; t_estacion ; t_vida ; observ
 3501553 ;   15651 ;    E   ;         40 ; 123555 ; saida
 3501617 ;   15625 ;    E   ;        160 ;      ? ; entrada
 3501661 ;   15939 ;    S   ;        280 ;      ? ; entrada
 3501746 ;   15625 ;    E   ;        160 ; 119048 ; saida
 3501762 ;   15939 ;    S   ;        280 ;  55717 ; saida
 3501870 ;   15537 ;    E   ;        320 ;      ? ; entrada
 3501947 ;   15537 ;    E   ;        320 ; 119685 ; saida
 3502064 ;   15639 ;    E   ;        240 ;      ? ; entrada
 3502204 ;   15639 ;    E   ;        240 ; 119629 ; saida
 3503582 ;   15904 ;    N   ;        400 ;      ? ; entrada
 3503685 ;   15904 ;    N   ;        400 ;  68289 ; saida
 3503913 ;   15937 ;    S   ;        240 ;      ? ; entrada
 3503980 ;   15937 ;    S   ;        240 ;  58169 ; saida
 3504133 ;   15936 ;    S   ;        320 ;      ? ; entrada
 3504215 ;   15936 ;    S   ;        320 ;  58558 ; saida
 3504419 ;   15894 ;    N   ;        400 ;      ? ; entrada
 3504710 ;   15548 ;    E   ;        120 ;      ? ; entrada
 3504731 ;   15894 ;    N   ;        400 ;  70341 ; saida
 3504801 ;   15548 ;    E   ;        120 ; 121485 ; saida
 3504930 ;   16150 ;    O   ;        280 ;      ? ; entrada
 3504971 ;   16150 ;    O   ;        280 ;  18256 ; saida
 3505027 ;   16157 ;    O   ;        160 ;      ? ; entrada
 3505117 ;   16157 ;    O   ;        160 ;  17893 ; saida
 3505634 ;   16154 ;    O   ;        320 ;      ? ; entrada
 3505705 ;   16154 ;    O   ;        320 ;  18796 ; saida
 3505855 ;   15640 ;    E   ;         80 ;      ? ; entrada
 3505875 ;   16151 ;    O   ;        360 ;      ? ; entrada
 3505925 ;   15640 ;    E   ;         80 ; 123114 ; saida
 3505977 ;   15543 ;    E   ;        240 ;      ? ; entrada
 3505999 ;   16151 ;    O   ;        360 ;  19149 ; saida
 3506051 ;   15543 ;    E   ;        240 ; 123162 ; saida
 3506147 ;   16129 ;    O   ;        160 ;      ? ; entrada
 3506191 ;   16129 ;    O   ;        160 ;  18080 ; saida
 3506249 ;   15873 ;    N   ;        160 ;      ? ; entrada
 3506290 ;   15873 ;    N   ;        160 ;  70356 ; saida
 3506356 ;   15950 ;    S   ;        320 ;      ? ; entrada
 3506397 ;   15950 ;    S   ;        320 ;  59040 ; saida
 3506454 ;   15872 ;    N   ;        200 ;      ? ; entrada
 3506494 ;   15872 ;    N   ;        200 ;  70539 ; saida
 3506581 ;   15940 ;    S   ;         40 ;      ? ; entrada
 3506642 ;   15960 ;    S   ;        160 ;      ? ; entrada
 3506641 ;   15940 ;    S   ;         40 ;  60223 ; saida
 3506724 ;   15960 ;    S   ;        160 ;  58014 ; saida
 3506821 ;   16014 ;    S   ;         80 ;      ? ; entrada
 3506856 ;   16014 ;    S   ;         80 ;  41325 ; saida
 3506886 ;   15906 ;    N   ;        200 ;      ? ; entrada
 3506971 ;   15906 ;    N   ;        200 ;  71217 ; saida
 3506979 ;   15985 ;    S   ;        120 ;      ? ; entrada
 3507047 ;   15985 ;    S   ;        120 ;  42689 ; saida
 3507095 ;   15943 ;    S   ;        160 ;      ? ; entrada
 3507147 ;   15943 ;    S   ;        160 ;  60522 ; saida
 3507172 ;   15986 ;    S   ;        200 ;      ? ; entrada
 3507241 ;   15986 ;    S   ;        200 ;  42891 ; saida
 3507267 ;   15903 ;    N   ;        120 ;      ? ; entrada
 3507337 ;   15903 ;    N   ;        120 ;  71742 ; saida
 3507387 ;   16021 ;    S   ;        240 ;      ? ; entrada
 3507403 ;   16000 ;    S   ;        160 ;      ? ; entrada
 3507464 ;   16000 ;    S   ;        160 ;  44270 ; saida
 3507479 ;   16021 ;    S   ;        240 ;  41192 ; saida
 3507554 ;   15982 ;    S   ;        320 ;      ? ; entrada
 3507614 ;   15982 ;    S   ;        320 ;  43796 ; saida
 3507627 ;   16003 ;    S   ;        400 ;      ? ; entrada
 3507659 ;   16003 ;    S   ;        400 ;  44465 ; saida
 3507696 ;   16025 ;    S   ;        240 ;      ? ; entrada
 3507728 ;   16025 ;    S   ;        240 ;  41082 ; saida
 3507764 ;   16028 ;    S   ;        120 ;      ? ; entrada
 3507797 ;   16028 ;    S   ;        120 ;  40760 ; saida
 3507835 ;   15970 ;    S   ;        400 ;      ? ; entrada
 3507942 ;   15970 ;    S   ;        400 ;  58456 ; saida
 3508000 ;   15968 ;    S   ;        160 ;      ? ; entrada
 3508042 ;   15968 ;    S   ;        160 ;  58479 ; saida
 3508102 ;   15964 ;    S   ;        280 ;      ? ; entrada
 3508153 ;   15619 ;    E   ;        320 ;      ? ; entrada
 3508171 ;   15964 ;    S   ;        280 ;  59125 ; saida
 3508223 ;   15619 ;    E   ;        320 ; 125008 ; saida
 3508315 ;   15973 ;    S   ;        160 ;      ? ; entrada
 3508350 ;   15973 ;    S   ;        160 ;  54701 ; saida
 3508401 ;   16004 ;    S   ;         40 ;      ? ; entrada
 3508441 ;   16004 ;    S   ;         40 ;  44892 ; saida
 3508522 ;   15915 ;    S   ;        280 ;      ? ; entrada
 3508583 ;   15915 ;    S   ;        280 ;  58843 ; saida
 3508694 ;   16013 ;    S   ;        120 ;      ? ; entrada
 3508771 ;   16013 ;    S   ;        120 ;  43365 ; saida
 3508922 ;   16030 ;    S   ;        320 ;      ? ; entrada
 3509139 ;   16033 ;    S   ;        280 ;      ? ; entrada
 3509178 ;   16030 ;    S   ;        320 ;  42155 ; saida
 3509271 ;   16033 ;    S   ;        280 ;  41843 ; saida
 3509334 ;   16174 ;    O   ;        280 ;      ? ; entrada
 3509423 ;   16174 ;    O   ;        280 ;   5115 ; saida
 3509488 ;   16057 ;    S   ;        280 ;      ? ; entrada
 3509547 ;   15980 ;    S   ;        360 ;      ? ; entrada
 3509572 ;   16057 ;    S   ;        280 ;  39842 ; saida
 3509634 ;   15980 ;    S   ;        360 ;  40109 ; saida
 3509760 ;   16044 ;    S   ;        400 ;      ? ; entrada
 3509791 ;   16044 ;    S   ;        400 ;  41518 ; saida
 3509897 ;   16088 ;    S   ;        280 ;      ? ; entrada
 3509933 ;   16088 ;    S   ;        280 ;  37277 ; saida
 3509997 ;   16092 ;    S   ;        280 ;      ? ; entrada
 3510044 ;   16092 ;    S   ;        280 ;  36969 ; saida
 3510121 ;   16063 ;    S   ;        320 ;      ? ; entrada
 3510170 ;   16063 ;    S   ;        320 ;  39774 ; saida
 3510275 ;   16093 ;    S   ;        160 ;      ? ; entrada
 3510323 ;   16093 ;    S   ;        160 ;  37037 ; saida
 3510411 ;   16070 ;    S   ;         80 ;      ? ; entrada
 3510452 ;   16070 ;    S   ;         80 ;  39230 ; saida
 3510533 ;   16067 ;    S   ;        160 ;      ? ; entrada
 3510572 ;   16067 ;    S   ;        160 ;  39703 ; saida
 3510702 ;   16076 ;    S   ;        400 ;      ? ; entrada
 3510752 ;   16076 ;    S   ;        400 ;  39319 ; saida
 3510886 ;   16035 ;    S   ;        240 ;      ? ; entrada
 3510927 ;   16035 ;    S   ;        240 ;  43319 ; saida
 3511051 ;   16069 ;    S   ;        200 ;      ? ; entrada
 3511118 ;   16069 ;    S   ;        200 ;  40134 ; saida
 3511208 ;   16041 ;    S   ;        320 ;      ? ; entrada
 3511269 ;   16041 ;    S   ;        320 ;  43256 ; saida
 3511762 ;   15908 ;    N   ;        360 ;      ? ; entrada
 3512049 ;   15618 ;    E   ;        120 ;      ? ; entrada
 3512097 ;   15618 ;    E   ;        120 ; 128365 ; saida
 3512806 ;   15908 ;    N   ;        360 ;  76900 ; saida
 3513539 ;   16094 ;    S   ;        200 ;      ? ; entrada
 3513616 ;   15921 ;    N   ;        360 ;      ? ; entrada
 3513670 ;   15921 ;    N   ;        360 ;  68461 ; saida
 3513728 ;   15912 ;    N   ;         40 ;      ? ; entrada
 3513785 ;   15933 ;    N   ;        360 ;      ? ; entrada
 3513781 ;   15912 ;    N   ;         40 ;  72991 ; saida
 3513869 ;   15596 ;    E   ;         40 ;      ? ; entrada
 3513897 ;   15596 ;    E   ;         40 ; 129455 ; saida
 3513931 ;   15614 ;    E   ;        200 ;      ? ; entrada
 3513987 ;   15614 ;    E   ;        200 ; 129399 ; saida
 3514074 ;   15938 ;    N   ;        400 ;      ? ; entrada
 3514097 ;   15938 ;    N   ;        400 ;  68310 ; saida
 3514148 ;   16097 ;    S   ;        280 ;      ? ; entrada
 3514169 ;   16094 ;    S   ;        200 ;  40286 ; saida
 3514256 ;   16097 ;    S   ;        280 ;  40817 ; saida
 3514336 ;   15958 ;    N   ;        360 ;      ? ; entrada
 3514452 ;   15958 ;    N   ;        360 ;  66174 ; saida
 3514382 ;   16195 ;    O   ;        160 ;      ? ; entrada
 3514598 ;   16195 ;    O   ;        160 ;   2266 ; saida
 3514726 ;   15966 ;    N   ;        240 ;      ? ; entrada
 3514916 ;   15966 ;    N   ;        240 ;  65581 ; saida
 3515126 ;   15933 ;    N   ;        360 ;  69897 ; saida
 3515180 ;   16202 ;    O   ;        360 ;      ? ; entrada
 3515272 ;   15542 ;    E   ;        320 ;      ? ; entrada
 3515327 ;   15542 ;    E   ;        320 ; 130734 ; saida
 3515410 ;   15911 ;    N   ;         80 ;      ? ; entrada
 3515461 ;   15911 ;    N   ;         80 ;  64854 ; saida
 3515544 ;   16167 ;    O   ;        360 ;      ? ; entrada
 3515601 ;   16167 ;    O   ;        360 ;  10839 ; saida
 3515712 ;   16108 ;    S   ;         40 ;      ? ; entrada
 3515733 ;   15534 ;    E   ;        120 ;      ? ; entrada
 3515830 ;   16108 ;    S   ;         40 ;  41202 ; saida
 3515845 ;   15534 ;    E   ;        120 ; 130496 ; saida
 3515959 ;   15690 ;    E   ;        120 ;      ? ; entrada
 3516004 ;   16109 ;    S   ;        280 ;      ? ; entrada
 3516019 ;   15690 ;    E   ;        120 ; 129282 ; saida
 3516058 ;   16109 ;    S   ;        280 ;  41619 ; saida
 3516112 ;   15700 ;    E   ;        400 ;      ? ; entrada
 3516134 ;   16106 ;    S   ;        360 ;      ? ; entrada
 3516167 ;   15700 ;    E   ;        400 ; 128565 ; saida
 3516179 ;   16106 ;    S   ;        360 ;  42041 ; saida
 3516234 ;   15702 ;    E   ;        160 ;      ? ; entrada
 3516254 ;   15963 ;    N   ;        320 ;      ? ; entrada
 3516285 ;   15702 ;    E   ;        160 ; 128066 ; saida
 3516296 ;   15963 ;    N   ;        320 ;  67392 ; saida
 3516375 ;   15961 ;    N   ;        240 ;      ? ; entrada
 3516438 ;   15961 ;    N   ;        240 ;  67731 ; saida
 3516449 ;   15704 ;    E   ;        160 ;      ? ; entrada
 3516502 ;   15974 ;    N   ;        160 ;      ? ; entrada
 3516558 ;   15974 ;    N   ;        160 ;  58858 ; saida
 3516611 ;   15704 ;    E   ;        160 ; 127962 ; saida
 3516661 ;   16113 ;    S   ;        400 ;      ? ; entrada
 3516701 ;   16198 ;    O   ;        360 ;      ? ; entrada
 3516750 ;   16198 ;    O   ;        360 ;   4158 ; saida
 3516795 ;   16170 ;    O   ;        280 ;      ? ; entrada
 3516874 ;   16170 ;    O   ;        280 ;  11779 ; saida
 3516939 ;   16189 ;    O   ;        240 ;      ? ; entrada
 3517001 ;   16204 ;    O   ;        360 ;      ? ; entrada
 3517016 ;   16189 ;    O   ;        240 ;   4170 ; saida
 3517079 ;   16204 ;    O   ;        360 ;   3409 ; saida
 3517145 ;   16202 ;    O   ;        360 ;   4284 ; saida
 3517192 ;   16113 ;    S   ;        400 ;  42533 ; saida
 3517225 ;   16115 ;    S   ;        240 ;      ? ; entrada
 3517325 ;   16115 ;    S   ;        240 ;  42266 ; saida
 3517397 ;   15706 ;    E   ;        280 ;      ? ; entrada
 3517457 ;   15706 ;    E   ;        280 ; 128379 ; saida
 3517482 ;   15991 ;    N   ;         40 ;      ? ; entrada
 3517558 ;   15991 ;    N   ;         40 ;  54557 ; saida
 3517633 ;   15994 ;    N   ;         40 ;      ? ; entrada
 3517665 ;   15994 ;    N   ;         40 ;  54488 ; saida
 3517729 ;   15998 ;    N   ;        240 ;      ? ; entrada
 3517760 ;   15998 ;    N   ;        240 ;  54592 ; saida
 3517812 ;   16009 ;    S   ;        360 ;      ? ; entrada
 3517844 ;   16009 ;    S   ;        360 ;  42643 ; saida
 3517897 ;   15671 ;    E   ;         80 ;      ? ; entrada
 3517940 ;   15997 ;    N   ;        160 ;      ? ; entrada
 3517967 ;   15997 ;    N   ;        160 ;  54872 ; saida
 3518027 ;   15671 ;    E   ;         80 ; 131530 ; saida
 3518136 ;   16171 ;    O   ;        200 ;      ? ; entrada
 3518167 ;   16171 ;    O   ;        200 ;  12981 ; saida
 3519010 ;   16001 ;    N   ;        240 ;      ? ; entrada
 3519163 ;   15975 ;    N   ;        120 ;      ? ; entrada
 3519180 ;   15988 ;    N   ;        160 ;      ? ; entrada
 3519232 ;   15975 ;    N   ;        120 ;  54313 ; saida
 3519241 ;   16001 ;    N   ;        240 ;  56027 ; saida
 3519392 ;   15988 ;    N   ;        160 ;  54898 ; saida
 3519435 ;   15999 ;    N   ;        280 ;      ? ; entrada
 3519461 ;   15999 ;    N   ;        280 ;  56250 ; saida
 3519556 ;   15990 ;    N   ;        200 ;      ? ; entrada
 3519617 ;   15990 ;    N   ;        200 ;  56143 ; saida
 3519763 ;   15989 ;    N   ;        400 ;      ? ; entrada
 3519816 ;   15989 ;    N   ;        400 ;  56581 ; saida
 3519919 ;   16007 ;    S   ;         40 ;      ? ; entrada
 3519960 ;   16007 ;    S   ;         40 ;  44347 ; saida
 3520053 ;   16006 ;    S   ;        400 ;      ? ; entrada
 3520094 ;   16006 ;    S   ;        400 ;  44756 ; saida
 3520170 ;   16163 ;    O   ;        200 ;      ? ; entrada
 3520226 ;   15979 ;    N   ;        240 ;      ? ; entrada
 3520214 ;   16163 ;    O   ;        200 ;  14623 ; saida
 3520370 ;   16018 ;    N   ;        320 ;      ? ; entrada
 3520439 ;   16018 ;    N   ;        320 ;  54708 ; saida
 3520593 ;   15979 ;    N   ;        240 ;  56047 ; saida
 3520615 ;   16017 ;    N   ;        240 ;      ? ; entrada
 3520677 ;   16017 ;    N   ;        240 ;  54995 ; saida
 3521390 ;   16205 ;    O   ;        240 ;      ? ; entrada
 3521458 ;   16205 ;    O   ;        240 ;   1215 ; saida
 3522385 ;   16124 ;    S   ;         40 ;      ? ; entrada
 3522430 ;   16124 ;    S   ;         40 ;  45721 ; saida
 3522541 ;   16132 ;    S   ;         80 ;      ? ; entrada
 3522558 ;   16133 ;    S   ;        320 ;      ? ; entrada
 3522590 ;   16132 ;    S   ;         80 ;  44928 ; saida
 3522352 ;   16209 ;    O   ;        120 ;      ? ; entrada
 3522683 ;   16209 ;    O   ;        120 ;   4305 ; saida
 3522720 ;   16133 ;    S   ;        320 ;  45186 ; saida
 3522769 ;   16040 ;    N   ;        240 ;      ? ; entrada
 3522808 ;   15709 ;    E   ;         80 ;      ? ; entrada
 3522835 ;   15709 ;    E   ;         80 ; 133235 ; saida
 3522872 ;   16161 ;    S   ;         40 ;      ? ; entrada
 3522903 ;   16161 ;    S   ;         40 ;  24629 ; saida
 3522918 ;   16020 ;    N   ;        240 ;      ? ; entrada
 3523083 ;   16020 ;    N   ;        240 ;  56997 ; saida
 3523187 ;   16121 ;    S   ;        120 ;      ? ; entrada
 3523204 ;   16040 ;    N   ;        240 ;  55176 ; saida
 3523258 ;   16121 ;    S   ;        120 ;  46971 ; saida
 3523349 ;   16039 ;    N   ;        240 ;      ? ; entrada
 3523499 ;   16039 ;    N   ;        240 ;  55557 ; saida
 3527276 ;   16220 ;    O   ;        400 ;      ? ; entrada
 3527302 ;   16220 ;    O   ;        400 ;   6812 ; saida
 3527329 ;   16188 ;    O   ;        240 ;      ? ; entrada
 3527419 ;   16188 ;    O   ;        240 ;   6616 ; saida
 3527498 ;   15710 ;    E   ;         40 ;      ? ; entrada
 3527552 ;   15710 ;    E   ;         40 ; 137798 ; saida
 3527596 ;   15713 ;    E   ;        240 ;      ? ; entrada
 3527629 ;   15713 ;    E   ;        240 ; 137713 ; saida
 3527672 ;   15718 ;    E   ;        280 ;      ? ; entrada
 3527696 ;   16042 ;    N   ;        240 ;      ? ; entrada
 3527733 ;   15718 ;    E   ;        280 ; 137384 ; saida
 3527804 ;   16042 ;    N   ;        240 ;  59590 ; saida
 3527853 ;   16259 ;    O   ;        320 ;      ? ; entrada
 3527996 ;   16259 ;    O   ;        320 ;   3881 ; saida
 3528104 ;   16258 ;    O   ;         40 ;      ? ; entrada
 3528133 ;   16258 ;    O   ;         40 ;   3859 ; saida
 3528174 ;   16223 ;    O   ;        320 ;      ? ; entrada
 3528205 ;   16223 ;    O   ;        320 ;   6841 ; saida
 3528253 ;   16225 ;    O   ;        280 ;      ? ; entrada
 3528619 ;   16225 ;    O   ;        280 ;   6797 ; saida
 3528305 ;   16049 ;    N   ;        320 ;      ? ; entrada
 3528980 ;   16049 ;    N   ;        320 ;  60187 ; saida
 3529070 ;   16060 ;    N   ;        280 ;      ? ; entrada
 3529130 ;   16060 ;    N   ;        280 ;  58886 ; saida
 3528334 ;   16046 ;    N   ;        360 ;      ? ; entrada
 3529254 ;   16046 ;    N   ;        360 ;  60741 ; saida
 3529304 ;   16062 ;    N   ;        240 ;      ? ; entrada
 3529407 ;   16062 ;    N   ;        240 ;  58998 ; saida
 3528355 ;   16173 ;    S   ;        280 ;      ? ; entrada
 3529480 ;   16173 ;    S   ;        280 ;  25230 ; saida
 3529515 ;   16278 ;    O   ;        200 ;      ? ; entrada
 3529609 ;   16278 ;    O   ;        200 ;   3925 ; saida
 3528375 ;   16055 ;    N   ;        160 ;      ? ; entrada
 3529667 ;   16055 ;    N   ;        160 ;  60220 ; saida
 3529722 ;   16277 ;    O   ;        160 ;      ? ; entrada
 3528440 ;   16229 ;    O   ;        200 ;      ? ; entrada
 3529792 ;   16229 ;    O   ;        200 ;   8061 ; saida
 3529800 ;   16277 ;    O   ;        160 ;   4138 ; saida
 3529899 ;   16268 ;    O   ;        280 ;      ? ; entrada
 3529949 ;   16268 ;    O   ;        280 ;   5075 ; saida
 3530006 ;   16263 ;    O   ;        320 ;      ? ; entrada
 3530044 ;   16263 ;    O   ;        320 ;   5642 ; saida
 3530103 ;   16262 ;    O   ;         40 ;      ? ; entrada
 3530135 ;   16262 ;    O   ;         40 ;   5528 ; saida
 3530182 ;   15724 ;    E   ;        200 ;      ? ; entrada
 3530255 ;   15724 ;    E   ;        200 ; 139129 ; saida
 3530355 ;   16064 ;    N   ;         40 ;      ? ; entrada
 3530424 ;   16064 ;    N   ;         40 ;  59680 ; saida
 3530511 ;   16073 ;    N   ;        320 ;      ? ; entrada
 3530579 ;   16073 ;    N   ;        320 ;  59374 ; saida
 3530652 ;   16075 ;    N   ;        360 ;      ? ; entrada
 3530717 ;   16075 ;    N   ;        360 ;  59300 ; saida
 3530788 ;   16051 ;    N   ;        400 ;      ? ; entrada
 3530846 ;   16051 ;    N   ;        400 ;  61989 ; saida
 3530918 ;   16177 ;    S   ;         80 ;      ? ; entrada
 3530962 ;   16177 ;    S   ;         80 ;  25508 ; saida
 3531030 ;   16110 ;    N   ;        360 ;      ? ; entrada
 3531067 ;   16008 ;    N   ;        360 ;      ? ; entrada
 3531111 ;   16110 ;    N   ;        360 ;  56661 ; saida
 3531143 ;   16008 ;    N   ;        360 ;  55881 ; saida
 3531252 ;   16102 ;    N   ;        160 ;      ? ; entrada
 3531305 ;   16102 ;    N   ;        160 ;  57379 ; saida
 3531378 ;   16101 ;    N   ;        240 ;      ? ; entrada
 3531420 ;   16101 ;    N   ;        240 ;  57646 ; saida
 3531480 ;   16112 ;    N   ;        280 ;      ? ; entrada
 3531518 ;   16112 ;    N   ;        280 ;  56834 ; saida
 3531579 ;   16077 ;    N   ;        360 ;      ? ; entrada
 3531622 ;   16077 ;    N   ;        360 ;  60087 ; saida
 3531683 ;   16080 ;    N   ;        400 ;      ? ; entrada
 3531716 ;   16080 ;    N   ;        400 ;  59895 ; saida
 3531773 ;   16082 ;    N   ;        400 ;      ? ; entrada
 3531803 ;   16082 ;    N   ;        400 ;  59782 ; saida
 3531859 ;   16091 ;    N   ;        200 ;      ? ; entrada
 3531890 ;   16091 ;    N   ;        200 ;  58814 ; saida
 3531942 ;   16098 ;    N   ;        240 ;      ? ; entrada
 3531971 ;   16098 ;    N   ;        240 ;  58432 ; saida
 3532037 ;   16166 ;    S   ;        160 ;      ? ; entrada
 3532036 ;   16114 ;    N   ;        200 ;      ? ; entrada
 3532087 ;   16114 ;    N   ;        200 ;  57118 ; saida
 3532095 ;   16166 ;    S   ;        160 ;  27200 ; saida
 3532204 ;   16172 ;    S   ;        240 ;      ? ; entrada
 3532238 ;   16099 ;    N   ;        320 ;      ? ; entrada
